[rosmaster.main][INFO] 2017-10-09 13:17:15,652: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-10-09 13:17:15,652: Starting ROS Master Node
[rosmaster.master][INFO] 2017-10-09 13:17:18,666: +SERVICE [/rosapi/set_param] /rosapi http://ip-172-31-19-100:40892/
[rosmaster.master][INFO] 2017-10-09 13:17:18,671: +SERVICE [/rosapi/get_param] /rosapi http://ip-172-31-19-100:40892/
[rosmaster.master][INFO] 2017-10-09 13:17:18,677: +SERVICE [/rosapi/has_param] /rosapi http://ip-172-31-19-100:40892/
[rosmaster.master][INFO] 2017-10-09 13:17:18,681: +SERVICE [/rosapi/search_param] /rosapi http://ip-172-31-19-100:40892/
[rosmaster.master][INFO] 2017-10-09 13:17:18,692: +SERVICE [/rosapi/delete_param] /rosapi http://ip-172-31-19-100:40892/
[rosmaster.master][INFO] 2017-10-09 13:17:18,696: +SERVICE [/rosapi/get_param_names] /rosapi http://ip-172-31-19-100:40892/
[rosmaster.master][INFO] 2017-10-09 13:17:18,704: +SERVICE [/rosapi/get_time] /rosapi http://ip-172-31-19-100:40892/
[rosmaster.master][INFO] 2017-10-09 13:17:21,968: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:48014/
[rosmaster.master][INFO] 2017-10-09 13:17:21,972: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:17:21,981: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:48014/
[rosmaster.master][INFO] 2017-10-09 13:17:21,986: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:48014/
[rosmaster.master][INFO] 2017-10-09 13:17:21,990: +PUB [/tf] /project2_solution http://ip-172-31-19-100:48014/
[rosmaster.master][INFO] 2017-10-09 13:17:22,076: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:17:22,559: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:48014/
[rosmaster.master][INFO] 2017-10-09 13:17:22,563: -PUB [/tf] /project2_solution http://ip-172-31-19-100:48014/
[rosmaster.master][INFO] 2017-10-09 13:17:22,567: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:41931
[rosmaster.master][INFO] 2017-10-09 13:17:22,574: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:41931
[rosmaster.master][INFO] 2017-10-09 13:17:22,578: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:17:22,586: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:17:33,617: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:39270/
[rosmaster.master][INFO] 2017-10-09 13:17:33,630: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:39270/
[rosmaster.master][INFO] 2017-10-09 13:17:33,635: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:39270/
[rosmaster.master][INFO] 2017-10-09 13:17:33,640: +PUB [/tf] /project2_solution http://ip-172-31-19-100:39270/
[rosmaster.master][INFO] 2017-10-09 13:17:33,706: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:17:33,710: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:28:29,365: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:47645/
[rosmaster.master][INFO] 2017-10-09 13:28:29,387: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:47645/
[rosmaster.master][INFO] 2017-10-09 13:28:29,392: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:47645/
[rosmaster.master][INFO] 2017-10-09 13:28:29,396: +PUB [/tf] /project2_solution http://ip-172-31-19-100:47645/
[rosmaster.master][INFO] 2017-10-09 13:28:29,416: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:28:29,416: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:28:29,910: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:47645/
[rosmaster.master][INFO] 2017-10-09 13:28:29,921: -PUB [/tf] /project2_solution http://ip-172-31-19-100:47645/
[rosmaster.master][INFO] 2017-10-09 13:28:29,921: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:28:29,925: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:43682
[rosmaster.master][INFO] 2017-10-09 13:28:29,925: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:28:29,936: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:43682
[rosmaster.master][INFO] 2017-10-09 13:29:42,452: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:34863/
[rosmaster.master][INFO] 2017-10-09 13:29:42,455: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:29:42,471: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:34863/
[rosmaster.master][INFO] 2017-10-09 13:29:42,475: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:34863/
[rosmaster.master][INFO] 2017-10-09 13:29:42,480: +PUB [/tf] /project2_solution http://ip-172-31-19-100:34863/
[rosmaster.master][INFO] 2017-10-09 13:29:42,561: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:29:42,991: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:34863/
[rosmaster.master][INFO] 2017-10-09 13:29:42,995: -PUB [/tf] /project2_solution http://ip-172-31-19-100:34863/
[rosmaster.master][INFO] 2017-10-09 13:29:43,022: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:57670
[rosmaster.master][INFO] 2017-10-09 13:29:43,026: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:57670
[rosmaster.master][INFO] 2017-10-09 13:29:43,062: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:29:43,066: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:29:57,824: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:37859/
[rosmaster.master][INFO] 2017-10-09 13:29:57,840: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:37859/
[rosmaster.master][INFO] 2017-10-09 13:29:57,845: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:37859/
[rosmaster.master][INFO] 2017-10-09 13:29:57,849: +PUB [/tf] /project2_solution http://ip-172-31-19-100:37859/
[rosmaster.master][INFO] 2017-10-09 13:29:57,893: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:29:57,897: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:29:58,362: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:37859/
[rosmaster.master][INFO] 2017-10-09 13:29:58,372: -PUB [/tf] /project2_solution http://ip-172-31-19-100:37859/
[rosmaster.master][INFO] 2017-10-09 13:29:58,376: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:59072
[rosmaster.master][INFO] 2017-10-09 13:29:58,379: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:59072
[rosmaster.master][INFO] 2017-10-09 13:29:58,398: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:29:58,402: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:30:13,217: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:41971/
[rosmaster.master][INFO] 2017-10-09 13:30:13,228: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:41971/
[rosmaster.master][INFO] 2017-10-09 13:30:13,228: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:30:13,232: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:41971/
[rosmaster.master][INFO] 2017-10-09 13:30:13,240: +PUB [/tf] /project2_solution http://ip-172-31-19-100:41971/
[rosmaster.master][INFO] 2017-10-09 13:30:13,331: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:30:17,184: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:41971/
[rosmaster.master][INFO] 2017-10-09 13:30:17,196: -PUB [/tf] /project2_solution http://ip-172-31-19-100:41971/
[rosmaster.master][INFO] 2017-10-09 13:30:17,199: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:54189
[rosmaster.master][INFO] 2017-10-09 13:30:17,203: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:54189
[rosmaster.master][INFO] 2017-10-09 13:30:17,243: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:30:17,247: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:30:44,908: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:35028/
[rosmaster.master][INFO] 2017-10-09 13:30:44,920: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:35028/
[rosmaster.master][INFO] 2017-10-09 13:30:44,925: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:35028/
[rosmaster.master][INFO] 2017-10-09 13:30:44,929: +PUB [/tf] /project2_solution http://ip-172-31-19-100:35028/
[rosmaster.master][INFO] 2017-10-09 13:30:44,995: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:30:44,996: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:30:45,445: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:35028/
[rosmaster.master][INFO] 2017-10-09 13:30:45,449: -PUB [/tf] /project2_solution http://ip-172-31-19-100:35028/
[rosmaster.master][INFO] 2017-10-09 13:30:45,452: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:38178
[rosmaster.master][INFO] 2017-10-09 13:30:45,456: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:38178
[rosmaster.master][INFO] 2017-10-09 13:30:45,500: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:30:45,503: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:31:01,300: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:55719/
[rosmaster.master][INFO] 2017-10-09 13:31:01,312: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:55719/
[rosmaster.master][INFO] 2017-10-09 13:31:01,318: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:55719/
[rosmaster.master][INFO] 2017-10-09 13:31:01,325: +PUB [/tf] /project2_solution http://ip-172-31-19-100:55719/
[rosmaster.master][INFO] 2017-10-09 13:31:01,330: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:31:01,334: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:31:40,047: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:48751/
[rosmaster.master][INFO] 2017-10-09 13:31:40,057: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:48751/
[rosmaster.master][INFO] 2017-10-09 13:31:40,062: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:48751/
[rosmaster.master][INFO] 2017-10-09 13:31:40,066: +PUB [/tf] /project2_solution http://ip-172-31-19-100:48751/
[rosmaster.master][INFO] 2017-10-09 13:31:40,107: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:31:40,117: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:32:03,998: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:33267/
[rosmaster.master][INFO] 2017-10-09 13:32:04,013: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:33267/
[rosmaster.master][INFO] 2017-10-09 13:32:04,018: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:33267/
[rosmaster.master][INFO] 2017-10-09 13:32:04,022: +PUB [/tf] /project2_solution http://ip-172-31-19-100:33267/
[rosmaster.master][INFO] 2017-10-09 13:35:26,830: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:39270/
[rosmaster.master][INFO] 2017-10-09 13:35:26,831: -PUB [/tf] /project2_solution http://ip-172-31-19-100:39270/
[rosmaster.master][INFO] 2017-10-09 13:35:26,835: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:32917
[rosmaster.master][INFO] 2017-10-09 13:35:26,849: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:32917
[rosmaster.master][INFO] 2017-10-09 13:35:26,857: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:55719/
[rosmaster.master][INFO] 2017-10-09 13:35:26,861: -PUB [/tf] /project2_solution http://ip-172-31-19-100:55719/
[rosmaster.master][INFO] 2017-10-09 13:35:26,865: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:48751/
[rosmaster.master][INFO] 2017-10-09 13:35:26,866: publisherUpdate[/rosout] -> http://ip-172-31-19-100:37444/
[rosmaster.master][INFO] 2017-10-09 13:35:26,868: publisherUpdate[/tf] -> http://ip-172-31-19-100:60213/
[rosmaster.master][INFO] 2017-10-09 13:35:26,868: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:43562
[rosmaster.master][INFO] 2017-10-09 13:35:26,879: -PUB [/tf] /project2_solution http://ip-172-31-19-100:48751/
[rosmaster.master][INFO] 2017-10-09 13:35:26,882: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:43562
[rosmaster.master][INFO] 2017-10-09 13:35:26,886: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:32805
[rosmaster.master][INFO] 2017-10-09 13:35:26,890: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:32805
