[rosmaster.main][INFO] 2017-10-09 16:02:32,148: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-10-09 16:02:32,148: Starting ROS Master Node
[xmlrpc][INFO] 2017-10-09 16:02:32,153: XML-RPC server binding to 0.0.0.0:57904
[xmlrpc][INFO] 2017-10-09 16:02:32,156: Started XML-RPC server [http://ip-172-31-19-100:57904/]
[rosmaster.master][INFO] 2017-10-09 16:02:32,157: Master initialized: port[57904], uri[http://ip-172-31-19-100:57904/]
[xmlrpc][INFO] 2017-10-09 16:02:32,160: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2017-10-09 16:02:32,260: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:32,269: +PARAM [/roslaunch/uris/host_ip_172_31_19_100__42408] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:32,442: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:32,447: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:32,459: +SERVICE [/rosout/get_loggers] /rosout http://ip-172-31-19-100:40783/
[rosmaster.master][INFO] 2017-10-09 16:02:32,465: +SERVICE [/rosout/set_logger_level] /rosout http://ip-172-31-19-100:40783/
[rosmaster.master][INFO] 2017-10-09 16:02:32,476: +PUB [/rosout_agg] /rosout http://ip-172-31-19-100:40783/
[rosmaster.master][INFO] 2017-10-09 16:02:32,479: +PUB [/rosout] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,484: +SERVICE [/tf2_web_republisher/get_loggers] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,487: +SUB [/rosout] /rosout http://ip-172-31-19-100:40783/
[rosmaster.master][INFO] 2017-10-09 16:02:32,491: +SERVICE [/tf2_web_republisher/set_logger_level] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,499: +SUB [/tf] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,506: +SUB [/tf_static] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,511: +SERVICE [/republish_tfs] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,515: +PUB [/tf2_web_republisher/result] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,520: +PUB [/tf2_web_republisher/feedback] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,533: +PUB [/tf2_web_republisher/status] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,543: +SUB [/tf2_web_republisher/goal] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:32,550: +SUB [/tf2_web_republisher/cancel] /tf2_web_republisher http://ip-172-31-19-100:51518/
[rosmaster.master][INFO] 2017-10-09 16:02:33,945: +PARAM [/roslaunch/uris/host_ip_172_31_19_100__33755] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,952: +PARAM [/rosbridge_websocket/port] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,956: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,967: +PARAM [/rosbridge_websocket/fragment_timeout] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,971: +PARAM [/rosbridge_websocket/delay_between_messages] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,974: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,978: +PARAM [/rosbridge_websocket/authenticate] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,981: +PARAM [/rosbridge_websocket/retry_startup_delay] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,985: +PARAM [/rosbridge_websocket/address] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:33,988: +PARAM [/rosbridge_websocket/max_message_size] by /roslaunch
[rosmaster.master][INFO] 2017-10-09 16:02:34,117: +PUB [/rosout] /marker_publisher http://ip-172-31-19-100:43135/
[rosmaster.master][INFO] 2017-10-09 16:02:34,122: +SERVICE [/marker_publisher/get_loggers] /marker_publisher http://ip-172-31-19-100:43135/
[rosmaster.master][INFO] 2017-10-09 16:02:34,126: +SERVICE [/marker_publisher/set_logger_level] /marker_publisher http://ip-172-31-19-100:43135/
[rosmaster.master][INFO] 2017-10-09 16:02:34,132: +PUB [/visualization_marker] /marker_publisher http://ip-172-31-19-100:43135/
[rosmaster.master][INFO] 2017-10-09 16:02:34,155: publisherUpdate[/rosout] -> http://ip-172-31-19-100:40783/
[rosmaster.master][INFO] 2017-10-09 16:02:34,672: +PUB [/rosout] /rosbridge_websocket http://ip-172-31-19-100:58198/
[rosmaster.master][INFO] 2017-10-09 16:02:34,676: +PUB [/rosout] /rosapi http://ip-172-31-19-100:47804/
[rosmaster.master][INFO] 2017-10-09 16:02:34,685: +SERVICE [/rosbridge_websocket/get_loggers] /rosbridge_websocket http://ip-172-31-19-100:58198/
[rosmaster.master][INFO] 2017-10-09 16:02:34,689: +SERVICE [/rosbridge_websocket/set_logger_level] /rosbridge_websocket http://ip-172-31-19-100:58198/
[rosmaster.master][INFO] 2017-10-09 16:02:34,693: +SERVICE [/rosapi/get_loggers] /rosapi http://ip-172-31-19-100:47804/
[rosmaster.master][INFO] 2017-10-09 16:02:34,698: +SERVICE [/rosapi/set_logger_level] /rosapi http://ip-172-31-19-100:47804/
[rosmaster.master][INFO] 2017-10-09 16:02:34,702: +SERVICE [/rosapi/topics] /rosapi http://ip-172-31-19-100:47804/
