[rosmaster.main][INFO] 2017-10-10 07:01:08,475: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-10-10 07:01:08,475: Starting ROS Master Node
[xmlrpc][INFO] 2017-10-10 07:01:08,482: XML-RPC server binding to 0.0.0.0:54626
[xmlrpc][INFO] 2017-10-10 07:01:08,486: Started XML-RPC server [http://ip-172-31-19-100:54626/]
[rosmaster.master][INFO] 2017-10-10 07:01:08,486: Master initialized: port[54626], uri[http://ip-172-31-19-100:54626/]
[xmlrpc][INFO] 2017-10-10 07:01:08,490: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2017-10-10 07:01:08,575: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:08,594: +PARAM [/roslaunch/uris/host_ip_172_31_19_100__50030] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:08,680: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:08,689: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:08,710: +SERVICE [/rosout/get_loggers] /rosout http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:08,714: +SERVICE [/rosout/set_logger_level] /rosout http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:08,726: +PUB [/rosout_agg] /rosout http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:08,735: +SUB [/rosout] /rosout http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:08,972: +PUB [/rosout] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:08,976: +SERVICE [/tf2_web_republisher/get_loggers] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:08,980: +SERVICE [/tf2_web_republisher/set_logger_level] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:08,983: publisherUpdate[/rosout] -> http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:08,988: +SUB [/tf] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:09,002: +SUB [/tf_static] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:09,008: +SERVICE [/republish_tfs] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:09,012: +PUB [/tf2_web_republisher/result] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:09,017: +PUB [/tf2_web_republisher/feedback] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:09,021: +PUB [/tf2_web_republisher/status] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:09,030: +SUB [/tf2_web_republisher/goal] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:09,046: +SUB [/tf2_web_republisher/cancel] /tf2_web_republisher http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:10,462: +PARAM [/roslaunch/uris/host_ip_172_31_19_100__51962] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:10,470: +PARAM [/rosbridge_websocket/port] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:10,473: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:10,477: +PARAM [/rosbridge_websocket/fragment_timeout] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:10,481: +PARAM [/rosbridge_websocket/delay_between_messages] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:10,484: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:10,488: +PARAM [/rosbridge_websocket/authenticate] by /roslaunch
