[rosmaster.main][INFO] 2017-10-10 07:01:08,475: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-10-10 07:01:08,475: Starting ROS Master Node
[rosmaster.master][INFO] 2017-10-10 07:01:10,495: +PARAM [/rosbridge_websocket/retry_startup_delay] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:10,498: +PARAM [/rosbridge_websocket/address] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:10,502: +PARAM [/rosbridge_websocket/max_message_size] by /roslaunch
[rosmaster.master][INFO] 2017-10-10 07:01:11,138: +PUB [/rosout] /marker_publisher http://ip-172-31-19-100:41486/
[rosmaster.master][INFO] 2017-10-10 07:01:11,142: +SERVICE [/marker_publisher/get_loggers] /marker_publisher http://ip-172-31-19-100:41486/
[rosmaster.master][INFO] 2017-10-10 07:01:11,147: +SERVICE [/marker_publisher/set_logger_level] /marker_publisher http://ip-172-31-19-100:41486/
[rosmaster.master][INFO] 2017-10-10 07:01:11,152: +PUB [/visualization_marker] /marker_publisher http://ip-172-31-19-100:41486/
[rosmaster.master][INFO] 2017-10-10 07:01:11,173: +PUB [/rosout] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:01:11,187: +SERVICE [/rosbridge_websocket/get_loggers] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:01:11,187: publisherUpdate[/rosout] -> http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:11,204: +SERVICE [/rosbridge_websocket/set_logger_level] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:01:11,208: publisherUpdate[/rosout] -> http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:11,254: +PUB [/rosout] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,275: +SERVICE [/rosapi/get_loggers] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,280: +SERVICE [/rosapi/set_logger_level] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,284: +SERVICE [/rosapi/topics] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,287: publisherUpdate[/rosout] -> http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:11,288: +SERVICE [/rosapi/topics_for_type] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,295: +SERVICE [/rosapi/services] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,307: +SERVICE [/rosapi/services_for_type] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,311: +SERVICE [/rosapi/nodes] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,316: +SERVICE [/rosapi/node_details] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,320: +SERVICE [/rosapi/topic_type] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,389: +SERVICE [/rosapi/service_type] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,394: +SERVICE [/rosapi/publishers] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,398: +SERVICE [/rosapi/subscribers] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,403: +SERVICE [/rosapi/service_providers] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,407: +SERVICE [/rosapi/service_node] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,416: +SERVICE [/rosapi/service_host] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,420: +SERVICE [/rosapi/message_details] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,425: +SERVICE [/rosapi/service_request_details] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,429: +SERVICE [/rosapi/service_response_details] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,434: +SERVICE [/rosapi/set_param] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,438: +SERVICE [/rosapi/get_param] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,442: +SERVICE [/rosapi/has_param] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,447: +SERVICE [/rosapi/search_param] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,452: +SERVICE [/rosapi/delete_param] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,456: +SERVICE [/rosapi/get_param_names] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:11,460: +SERVICE [/rosapi/get_time] /rosapi http://ip-172-31-19-100:36997/
[rosmaster.master][INFO] 2017-10-10 07:01:15,844: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:34706/
[rosmaster.master][INFO] 2017-10-10 07:01:15,857: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:34706/
[rosmaster.master][INFO] 2017-10-10 07:01:15,861: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:34706/
[rosmaster.master][INFO] 2017-10-10 07:01:15,866: +PUB [/tf] /project2_solution http://ip-172-31-19-100:34706/
[rosmaster.master][INFO] 2017-10-10 07:01:15,900: publisherUpdate[/rosout] -> http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:15,905: publisherUpdate[/tf] -> http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:29,895: +PUB [/tf2_web_republisher/goal] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:01:29,905: +PUB [/tf2_web_republisher/cancel] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:01:29,912: +SUB [/tf2_web_republisher/feedback] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:01:29,923: +SUB [/visualization_marker] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:01:29,936: publisherUpdate[/tf2_web_republisher/goal] -> http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:29,957: publisherUpdate[/tf2_web_republisher/cancel] -> http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:01:51,999: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:34706/
[rosmaster.master][INFO] 2017-10-10 07:01:52,000: -PUB [/tf] /project2_solution http://ip-172-31-19-100:34706/
[rosmaster.master][INFO] 2017-10-10 07:01:52,005: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:55818
[rosmaster.master][INFO] 2017-10-10 07:01:52,006: publisherUpdate[/rosout] -> http://ip-172-31-19-100:35267/
[rosmaster.master][INFO] 2017-10-10 07:01:52,009: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:55818
[rosmaster.master][INFO] 2017-10-10 07:01:52,013: publisherUpdate[/tf] -> http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:46:43,364: -PUB [/tf2_web_republisher/cancel] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:46:43,368: publisherUpdate[/tf2_web_republisher/cancel] -> http://ip-172-31-19-100:39385/
[rosmaster.master][INFO] 2017-10-10 07:46:43,372: -PUB [/tf2_web_republisher/goal] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:46:43,389: -SUB [/tf2_web_republisher/feedback] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:46:43,401: -SUB [/visualization_marker] /rosbridge_websocket http://ip-172-31-19-100:51786/
[rosmaster.master][INFO] 2017-10-10 07:46:43,468: publisherUpdate[/tf2_web_republisher/goal] -> http://ip-172-31-19-100:39385/
